TimeTag,ForgingData
2018/6/4 10:56,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,400,400,600,600,600,600,600,800,800,800,1000,1000,1000,1000,1000,1000,1000,1000,1200,1200,1000,1000,1200,1200,1200,1200,1200,1400,1600,1600,1600,1800,1800,1600,1600,1400,1400,1400,1400,1400,1600,1800,2000,2200,2200,2400,2600,2600,2800,2800,3000,3400,3800,4200,5000,6200,7400,8600,9800,10600,11400,12200,12800,13400,13800,14400,14800,15200,15600,16000,16400,16800,17200,17800,18200,18600,19000,19600,20000,20600,21000,21600,22000,22400,23000,23400,23800,24200,24600,25000,25400,25800,26000,26400,26600,27000,27200,27400,27600,27800,28000,28000,28000,28200,28200,28200,28200,28000,28000,27800,27600,27400,27200,26800,26400,26000,25600,25200,24600,24000,23400,22800,22200,21400,20600,19800,19000,18000,17000,16000,14800,13400,11800,10400,8800,7000,5400,3400,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:56,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,400,400,400,600,600,600,800,800,800,800,1000,1000,1000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1400,1400,1600,1600,1800,1800,1600,1600,1600,1400,1400,1400,1400,1600,1800,2000,2200,2400,2400,2600,2600,2800,3000,3200,3600,4000,4600,5600,6600,7800,9000,10000,11000,11800,12400,13000,13600,14000,14400,14800,15200,15600,16000,16600,17000,17400,17800,18400,18800,19200,19800,20200,20800,21200,21600,22200,22600,23200,23600,24000,24400,24800,25200,25600,26000,26400,26600,27000,27200,27400,27600,27800,28000,28200,28200,28400,28400,28400,28400,28400,28200,28200,28000,27800,27600,27200,27000,26600,26200,25800,25200,24800,24200,23600,23000,22200,21600,20800,20000,19200,18200,17200,16000,14800,13600,12200,10600,8800,7200,5400,3600,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:56,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,400,400,400,600,600,600,800,800,800,800,1000,1000,1000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1400,1400,1600,1600,1800,1800,1600,1600,1600,1400,1400,1400,1400,1600,1800,2000,2200,2400,2400,2600,2600,2800,3000,3200,3600,4000,4600,5600,6600,7800,9000,10000,11000,11800,12400,13000,13600,14000,14400,14800,15200,15600,16000,16600,17000,17400,17800,18400,18800,19200,19800,20200,20800,21200,21600,22200,22600,23200,23600,24000,24400,24800,25200,25600,26000,26400,26600,27000,27200,27400,27600,27800,28000,28200,28200,28400,28400,28400,28400,28400,28200,28200,28000,27800,27600,27200,27000,26600,26200,25800,25200,24800,24200,23600,23000,22200,21600,20800,20000,19200,18200,17200,16000,14800,13600,12200,10600,8800,7200,5400,3600,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:56,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,402,402,402,402,603,603,603,603,804,804,804,1005,1005,1005,1005,1005,1005,1005,1005,1005,1206,1206,1206,1206,1206,1206,1206,1206,1206,1407,1608,1608,1809,1809,1809,1809,1608,1608,1608,1407,1407,1608,1608,1809,2010,2211,2412,2613,2613,2814,2814,3015,3216,3618,4020,4623,5628,6633,7839,9045,10251,11055,11859,12663,13266,13668,14271,14673,15075,15477,15879,16281,16884,17286,17688,18291,18693,19095,19698,20100,20502,21105,21507,22110,22512,22914,23517,23919,24321,24723,25125,25527,25929,26331,26532,26934,27135,27537,27738,27939,28140,28341,28341,28542,28542,28542,28542,28542,28542,28542,28341,28341,28140,27738,27537,27336,26934,26532,26130,25527,24924,24522,23718,23115,22512,21708,20904,20100,19296,18291,17286,16080,14874,13467,12060,10452,8844,7035,5427,3618,2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:56,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,400,400,400,600,600,600,600,800,800,800,1000,1000,1000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1400,1600,1600,1800,1800,1800,1600,1600,1600,1400,1400,1600,1600,1800,1800,2000,2200,2400,2600,2600,2800,3000,3200,3400,3800,4000,4600,5400,6600,8000,9200,10200,11200,12000,12600,13200,13800,14200,14800,15200,15600,16000,16400,16800,17200,17600,18200,18600,19200,19600,20000,20600,21000,21600,22000,22400,23000,23400,24000,24400,24800,25200,25600,25800,26200,26600,26800,27200,27400,27600,27800,28000,28200,28200,28400,28400,28400,28600,28400,28400,28400,28200,28000,28000,27600,27400,27200,26800,26400,26000,25400,25000,24400,23800,23000,22400,21600,21000,20200,19200,18400,17200,16200,15000,13600,12200,10600,8800,7200,5400,3600,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:56,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,402,402,402,603,603,603,603,804,804,804,1005,1005,1005,1005,1005,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1407,1608,1608,1809,1809,1809,1608,1608,1608,1407,1407,1608,1608,1809,1809,2010,2211,2412,2613,2613,2814,3015,3216,3417,3819,4020,4623,5427,6633,8040,9246,10251,11256,12060,12663,13266,13869,14271,14874,15276,15678,16080,16482,16884,17286,17688,18291,18693,19296,19698,20100,20703,21105,21708,22110,22512,23115,23517,24120,24522,24924,25326,25728,25929,26331,26733,26934,27336,27537,27738,27939,28140,28341,28341,28542,28542,28542,28743,28542,28542,28542,28341,28140,28140,27738,27537,27336,26934,26532,26130,25527,25125,24522,23919,23115,22512,21708,21105,20301,19296,18492,17286,16281,15075,13668,12261,10653,8844,7236,5427,3618,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:56,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,198,198,0,0,0,0,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,396,396,396,594,594,594,594,792,792,792,990,990,990,990,990,990,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1386,1584,1584,1782,1782,1782,1584,1584,1584,1386,1386,1386,1584,1584,1782,1980,2178,2376,2574,2574,2772,2772,2970,3366,3564,3960,4554,5544,6732,7920,9108,10098,11088,11880,12474,13068,13662,14058,14652,15048,15444,15840,16236,16632,17028,17622,18018,18612,19008,19404,19998,20394,20790,21384,21780,22374,22770,23364,23760,24156,24552,24948,25344,25740,26136,26532,26730,27126,27324,27522,27720,27918,28116,28314,28314,28512,28512,28512,28512,28512,28314,28314,28116,27918,27522,27324,26928,26730,26334,25740,25344,24750,24156,23562,22968,22374,21582,20790,19998,19008,18216,17226,16038,14850,13464,11880,10296,8712,7128,5346,3564,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:57,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,0,201,201,201,201,201,201,201,201,201,201,402,402,402,603,603,603,804,804,804,1005,1005,1005,1005,1005,1005,1005,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1407,1407,1608,1608,1809,1809,1608,1608,1608,1407,1407,1407,1608,1608,1809,2010,2211,2412,2613,2613,2814,2814,3015,3216,3618,4020,4623,5628,6633,7839,9045,10251,11055,11859,12663,13266,13668,14271,14673,15075,15477,15879,16281,16683,17286,17688,18090,18693,19095,19497,20100,20502,21105,21507,22110,22512,22914,23517,23919,24321,24723,25125,25527,25929,26331,26532,26934,27135,27537,27738,27939,28140,28341,28341,28542,28542,28542,28542,28542,28542,28542,28341,28140,28140,27738,27537,27135,26934,26532,26130,25527,24924,24522,23919,23115,22512,21708,20904,20100,19296,18291,17286,16281,15075,13668,12060,10452,8844,7236,5427,3618,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:57,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,200,200,200,200,200,200,200,200,400,400,400,600,600,600,800,800,800,1000,1000,1000,1000,1000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1400,1400,1600,1600,1800,1800,1600,1600,1600,1400,1400,1400,1600,1600,1800,2000,2200,2400,2600,2600,2800,2800,3000,3200,3600,4000,4600,5600,6600,7800,9000,10200,11000,11800,12600,13200,13600,14200,14600,15000,15400,15800,16200,16600,17200,17600,18000,18600,19000,19400,20000,20400,21000,21400,22000,22400,22800,23400,23800,24200,24600,25000,25400,25800,26200,26400,26800,27000,27400,27600,27800,28000,28200,28200,28400,28400,28400,28400,28400,28400,28400,28200,28000,28000,27600,27400,27000,26800,26400,26000,25400,24800,24400,23800,23000,22400,21600,20800,20000,19200,18200,17200,16200,15000,13600,12000,10400,8800,7200,5400,3600,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:57,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,201,201,201,0,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,402,402,402,603,603,603,603,804,804,804,1005,1005,1005,1005,1005,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1407,1407,1608,1608,1608,1608,1608,1608,1608,1407,1407,1407,1407,1407,1608,1809,2010,2211,2412,2412,2613,2814,2814,3015,3417,3618,4020,4824,5829,7035,8040,9246,10251,11256,12060,12663,13266,13869,14271,14673,15075,15477,15879,16281,16683,17286,17688,18090,18693,19095,19497,20100,20502,21105,21507,21909,22512,22914,23517,23919,24321,24924,25326,25728,25929,26331,26733,26934,27336,27537,27738,27939,28140,28341,28542,28542,28542,28542,28542,28542,28542,28341,28341,28140,27939,27738,27537,27135,26733,26331,25929,25326,24924,24321,23718,23115,22311,21507,20904,20100,19095,18291,17286,16080,14874,13467,12060,10452,8844,7035,5427,3618,2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:57,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,400,400,400,600,600,600,600,800,800,800,800,1000,1000,1000,1000,1000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1400,1400,1600,1600,1600,1600,1600,1600,1600,1400,1400,1400,1400,1600,1600,1800,2200,2200,2400,2600,2600,2800,2800,3000,3400,3600,4000,4800,5800,7000,8200,9400,10400,11400,12000,12600,13200,13800,14400,14800,15200,15600,16000,16400,16800,17200,17800,18200,18800,19200,19600,20200,20600,21200,21600,22200,22600,23000,23600,24000,24400,24800,25200,25600,26000,26200,26600,27000,27200,27400,27800,28000,28000,28200,28400,28400,28600,28600,28600,28600,28600,28400,28400,28200,28000,27800,27400,27200,26800,26400,26000,25400,25000,24400,23800,23200,22400,21600,20800,20000,19200,18200,17200,16200,15000,13600,12200,10600,8800,7200,5400,3600,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:57,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,400,400,400,600,600,600,600,800,800,800,800,1000,1000,1000,1000,1000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1400,1400,1600,1600,1600,1600,1600,1600,1600,1400,1400,1400,1400,1600,1600,1800,2200,2200,2400,2600,2600,2800,2800,3000,3400,3600,4000,4800,5800,7000,8200,9400,10400,11400,12000,12600,13200,13800,14400,14800,15200,15600,16000,16400,16800,17200,17800,18200,18800,19200,19600,20200,20600,21200,21600,22200,22600,23000,23600,24000,24400,24800,25200,25600,26000,26200,26600,27000,27200,27400,27800,28000,28000,28200,28400,28400,28600,28600,28600,28600,28600,28400,28400,28200,28000,27800,27400,27200,26800,26400,26000,25400,25000,24400,23800,23200,22400,21600,20800,20000,19200,18200,17200,16200,15000,13600,12200,10600,8800,7200,5400,3600,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:57,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,400,400,600,600,600,600,800,800,1000,1000,1000,1000,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1400,1400,1600,1600,1800,1800,1800,1600,1600,1400,1400,1400,1400,1400,1600,1800,2000,2200,2400,2600,2600,2800,3000,3200,3400,3800,4200,4800,6000,7000,8200,9400,10400,11400,12000,12600,13200,13800,14200,14800,15200,15400,15800,16400,16800,17200,17800,18200,18600,19200,19600,20000,20600,21000,21600,22000,22600,23000,23600,24000,24400,24800,25200,25600,26000,26400,26600,27000,27200,27600,27800,28000,28200,28200,28400,28400,28400,28600,28600,28600,28400,28400,28200,28000,28000,27600,27400,27000,26600,26400,25800,25400,24800,24200,23600,23000,22400,21600,20800,20000,19200,18200,17200,16200,15000,13600,12200,10600,8800,7200,5400,3600,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:57,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,400,400,400,600,600,600,600,800,800,800,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1200,1200,1200,1200,1200,1200,1400,1400,1600,1600,1600,1600,1600,1600,1600,1400,1400,1400,1400,1600,1800,2000,2200,2400,2400,2600,2600,2800,3000,3200,3400,3800,4200,5000,6000,7400,8600,9800,10800,11600,12400,13000,13600,14200,14600,15000,15400,15800,16200,16600,17000,17600,18000,18600,19000,19400,20000,20400,20800,21400,21800,22400,22800,23200,23800,24200,24600,25000,25400,25800,26000,26400,26800,27000,27400,27600,27800,28000,28200,28400,28600,28600,28800,28800,28800,28800,28600,28600,28400,28400,28200,27800,27600,27400,27000,26600,26000,25600,25000,24400,23800,23200,22400,21800,21000,20200,19200,18400,17400,16200,15000,13600,12200,10600,9000,7200,5400,3600,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2018/6/4 10:57,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,400,400,400,600,600,600,600,800,800,800,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1200,1200,1200,1200,1200,1200,1400,1400,1600,1600,1600,1600,1600,1600,1600,1400,1400,1400,1400,1600,1800,2000,2200,2400,2400,2600,2600,2800,3000,3200,3400,3800,4200,5000,6000,7400,8600,9800,10800,11600,12400,13000,13600,14200,14600,15000,15400,15800,16200,16600,17000,17600,18000,18600,19000,19400,20000,20400,20800,21400,21800,22400,22800,23200,23800,24200,24600,25000,25400,25800,26000,26400,26800,27000,27400,27600,27800,28000,28200,28400,28600,28600,28800,28800,28800,28800,28600,28600,28400,28400,28200,27800,27600,27400,27000,26600,26000,25600,25000,24400,23800,23200,22400,21800,21000,20200,19200,18400,17400,16200,15000,13600,12200,10600,9000,7200,5400,3600,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
